techs,demand_heatpump_E3B,demand_heatpump_E3C,demand_heatpump_E1A,demand_heatpump_E3B,demand_heatpump_E2A,demand_heatpump_E3C,demand_heatpump_E2A,demand_heatpump_E2A,demand_heatpump_E2A,demand_heatpump_E3C,demand_heatpump_E3C
nodes,Amp_125,Amp_160,Amp_25,Amp_250,Amp_35,Amp_400,Amp_50,Amp_63,Amp_80,kVA_630,VD_Lem
2020-06-24 11:00:00,1.53,0.42,2.22,3.61,2.38,0.41,1.83,2.78,3.31,3.25,3.25
2020-06-24 12:00:00,1.37,0.38,1.99,3.23,2.13,0.37,1.64,2.49,2.96,2.91,2.91
2020-06-24 13:00:00,1.20,0.33,1.74,2.83,1.87,0.32,1.44,2.19,2.60,2.55,2.55
2020-06-24 14:00:00,1.20,0.33,1.74,2.82,1.86,0.32,1.43,2.18,2.58,2.54,2.54
2020-06-24 15:00:00,1.33,0.37,1.93,3.14,2.07,0.36,1.59,2.42,2.87,2.83,2.83
2020-06-24 16:00:00,1.53,0.42,2.22,3.60,2.37,0.41,1.83,2.78,3.30,3.24,3.24
2020-06-24 17:00:00,1.64,0.45,2.38,3.87,2.55,0.44,1.96,2.98,3.54,3.48,3.48
2020-06-24 18:00:00,1.59,0.44,2.30,3.74,2.46,0.42,1.89,2.88,3.42,3.37,3.37
2020-06-24 19:00:00,1.34,0.37,1.94,3.15,2.07,0.36,1.60,2.43,2.89,2.84,2.84
2020-06-24 20:00:00,0.99,0.27,1.43,2.33,1.53,0.26,1.18,1.80,2.13,2.10,2.10
2020-06-24 21:00:00,0.93,0.26,1.35,2.19,1.44,0.25,1.11,1.69,2.00,1.97,1.97
2020-06-24 22:00:00,1.05,0.29,1.53,2.48,1.63,0.28,1.26,1.91,2.27,2.24,2.24
2020-06-24 23:00:00,1.12,0.31,1.62,2.64,1.74,0.30,1.34,2.04,2.42,2.38,2.38
2020-06-25 00:00:00,1.64,0.45,2.38,3.86,2.55,0.44,1.96,2.98,3.54,3.48,3.48
2020-06-25 01:00:00,1.71,0.47,2.48,4.02,2.65,0.46,2.04,3.10,3.68,3.62,3.62
2020-06-25 02:00:00,1.52,0.42,2.20,3.58,2.36,0.41,1.81,2.76,3.28,3.22,3.22
2020-06-25 03:00:00,1.83,0.50,2.65,4.30,2.83,0.49,2.18,3.32,3.94,3.88,3.88
2020-06-25 04:00:00,1.57,0.43,2.27,3.69,2.43,0.42,1.87,2.85,3.38,3.33,3.33
2020-06-25 05:00:00,1.36,0.38,1.98,3.21,2.12,0.36,1.63,2.48,2.94,2.89,2.89
2020-06-25 06:00:00,1.23,0.34,1.78,2.89,1.91,0.33,1.47,2.23,2.65,2.61,2.61
2020-06-25 07:00:00,1.17,0.32,1.69,2.75,1.81,0.31,1.40,2.12,2.52,2.48,2.48
2020-06-25 08:00:00,1.40,0.39,2.03,3.30,2.18,0.37,1.68,2.55,3.03,2.98,2.98
2020-06-25 09:00:00,1.67,0.46,2.42,3.94,2.60,0.45,2.00,3.04,3.61,3.55,3.55
2020-06-25 10:00:00,1.66,0.46,2.41,3.92,2.58,0.44,1.99,3.02,3.59,3.53,3.53
2020-06-25 11:00:00,1.51,0.42,2.20,3.57,2.35,0.40,1.81,2.75,3.27,3.22,3.22
2020-06-25 12:00:00,1.34,0.37,1.95,3.17,2.09,0.36,1.61,2.44,2.90,2.85,2.85
2020-06-25 13:00:00,1.17,0.32,1.70,2.76,1.82,0.31,1.40,2.13,2.53,2.49,2.49
2020-06-25 14:00:00,1.17,0.32,1.70,2.76,1.82,0.31,1.40,2.13,2.53,2.48,2.48
2020-06-25 15:00:00,1.34,0.37,1.95,3.17,2.09,0.36,1.61,2.44,2.90,2.86,2.86
2020-06-25 16:00:00,1.60,0.44,2.33,3.78,2.49,0.43,1.92,2.92,3.46,3.41,3.41
2020-06-25 17:00:00,1.79,0.49,2.60,4.22,2.78,0.48,2.14,3.26,3.87,3.80,3.80
2020-06-25 18:00:00,1.72,0.48,2.50,4.06,2.67,0.46,2.06,3.13,3.72,3.66,3.66
2020-06-25 19:00:00,1.43,0.39,2.07,3.37,2.22,0.38,1.71,2.60,3.08,3.03,3.03
2020-06-25 20:00:00,1.07,0.30,1.56,2.53,1.66,0.29,1.28,1.95,2.31,2.28,2.28
2020-06-25 21:00:00,0.98,0.27,1.42,2.31,1.52,0.26,1.17,1.78,2.11,2.08,2.08
2020-06-25 22:00:00,1.11,0.31,1.62,2.63,1.73,0.30,1.33,2.03,2.41,2.37,2.37
2020-06-25 23:00:00,1.10,0.30,1.60,2.60,1.71,0.29,1.32,2.00,2.38,2.34,2.34
2020-06-26 00:00:00,1.51,0.42,2.19,3.56,2.34,0.40,1.80,2.74,3.26,3.20,3.20
2020-06-26 01:00:00,1.62,0.45,2.35,3.81,2.51,0.43,1.93,2.94,3.49,3.44,3.44
2020-06-26 02:00:00,1.49,0.41,2.15,3.50,2.31,0.40,1.78,2.70,3.21,3.15,3.15
2020-06-26 03:00:00,1.71,0.47,2.48,4.02,2.65,0.46,2.04,3.11,3.69,3.63,3.63
2020-06-26 04:00:00,1.28,0.35,1.86,3.02,1.99,0.34,1.53,2.33,2.77,2.72,2.72
2020-06-26 05:00:00,0.99,0.27,1.44,2.34,1.54,0.27,1.19,1.81,2.14,2.11,2.11
2020-06-26 06:00:00,0.83,0.23,1.21,1.97,1.30,0.22,1.00,1.52,1.80,1.77,1.77
2020-06-26 07:00:00,0.89,0.25,1.29,2.09,1.38,0.24,1.06,1.62,1.92,1.89,1.89
2020-06-26 08:00:00,1.15,0.32,1.67,2.71,1.78,0.31,1.37,2.09,2.48,2.44,2.44
2020-06-26 09:00:00,1.41,0.39,2.05,3.32,2.19,0.38,1.69,2.56,3.05,3.00,3.00
2020-06-26 10:00:00,1.44,0.40,2.09,3.40,2.24,0.39,1.72,2.62,3.12,3.06,3.06
2020-06-26 11:00:00,1.30,0.36,1.88,3.06,2.01,0.35,1.55,2.36,2.80,2.76,2.76
2020-06-26 12:00:00,1.16,0.32,1.68,2.73,1.80,0.31,1.39,2.11,2.50,2.46,2.46
2020-06-26 13:00:00,1.05,0.29,1.53,2.48,1.63,0.28,1.26,1.91,2.27,2.24,2.24
2020-06-26 14:00:00,1.10,0.30,1.59,2.58,1.70,0.29,1.31,1.99,2.37,2.33,2.33
2020-06-26 15:00:00,1.32,0.37,1.92,3.12,2.06,0.35,1.58,2.41,2.86,2.81,2.81
2020-06-26 16:00:00,1.64,0.45,2.38,3.87,2.55,0.44,1.96,2.98,3.54,3.48,3.48
2020-06-26 17:00:00,1.80,0.50,2.61,4.24,2.80,0.48,2.15,3.27,3.89,3.83,3.83
2020-06-26 18:00:00,1.73,0.48,2.50,4.07,2.68,0.46,2.06,3.14,3.73,3.67,3.67
2020-06-26 19:00:00,1.50,0.41,2.17,3.53,2.33,0.40,1.79,2.72,3.23,3.18,3.18
2020-06-26 20:00:00,1.15,0.32,1.67,2.71,1.79,0.31,1.38,2.09,2.49,2.45,2.45
2020-06-26 21:00:00,1.03,0.28,1.50,2.43,1.60,0.28,1.23,1.87,2.23,2.19,2.19
2020-06-26 22:00:00,1.17,0.32,1.70,2.75,1.82,0.31,1.40,2.13,2.52,2.48,2.48
2020-06-26 23:00:00,1.15,0.32,1.67,2.71,1.79,0.31,1.38,2.09,2.48,2.44,2.44
2020-06-27 00:00:00,1.53,0.42,2.22,3.60,2.37,0.41,1.83,2.78,3.30,3.24,3.24
2020-06-27 01:00:00,1.62,0.45,2.35,3.82,2.52,0.43,1.94,2.95,3.50,3.45,3.45
2020-06-27 02:00:00,1.48,0.41,2.14,3.48,2.29,0.39,1.77,2.69,3.19,3.14,3.14
2020-06-27 03:00:00,1.68,0.46,2.43,3.95,2.60,0.45,2.00,3.05,3.62,3.56,3.56
2020-06-27 04:00:00,1.19,0.33,1.73,2.81,1.85,0.32,1.43,2.17,2.58,2.53,2.53
2020-06-27 05:00:00,0.89,0.25,1.29,2.10,1.38,0.24,1.06,1.62,1.92,1.89,1.89
2020-06-27 06:00:00,0.70,0.19,1.01,1.65,1.08,0.19,0.84,1.27,1.51,1.48,1.48
2020-06-27 07:00:00,0.73,0.20,1.06,1.72,1.14,0.20,0.87,1.33,1.58,1.55,1.55
2020-06-27 08:00:00,1.03,0.28,1.49,2.42,1.60,0.27,1.23,1.87,2.22,2.18,2.18
2020-06-27 09:00:00,1.33,0.37,1.93,3.13,2.06,0.35,1.59,2.41,2.87,2.82,2.82
2020-06-27 10:00:00,1.36,0.38,1.97,3.21,2.11,0.36,1.63,2.47,2.94,2.89,2.89
2020-06-27 11:00:00,1.22,0.34,1.76,2.87,1.89,0.33,1.45,2.21,2.63,2.58,2.58
2020-06-27 12:00:00,1.09,0.30,1.57,2.56,1.68,0.29,1.30,1.97,2.34,2.30,2.30
2020-06-27 13:00:00,0.96,0.26,1.39,2.26,1.49,0.26,1.15,1.74,2.07,2.04,2.04
2020-06-27 14:00:00,0.99,0.27,1.44,2.34,1.54,0.27,1.19,1.80,2.14,2.11,2.11
2020-06-27 15:00:00,1.20,0.33,1.74,2.83,1.86,0.32,1.43,2.18,2.59,2.55,2.55
2020-06-27 16:00:00,1.47,0.41,2.14,3.47,2.29,0.39,1.76,2.68,3.18,3.13,3.13
2020-06-27 17:00:00,1.64,0.45,2.38,3.87,2.55,0.44,1.96,2.99,3.55,3.49,3.49
2020-06-27 18:00:00,1.60,0.44,2.32,3.76,2.48,0.43,1.91,2.90,3.45,3.39,3.39
2020-06-27 19:00:00,1.36,0.37,1.97,3.20,2.11,0.36,1.62,2.47,2.93,2.88,2.88
2020-06-27 20:00:00,1.03,0.28,1.49,2.42,1.59,0.27,1.23,1.87,2.22,2.18,2.18
2020-06-27 21:00:00,0.96,0.26,1.39,2.26,1.49,0.26,1.15,1.75,2.07,2.04,2.04
2020-06-27 22:00:00,1.08,0.30,1.57,2.55,1.68,0.29,1.30,1.97,2.34,2.30,2.30
2020-06-27 23:00:00,1.14,0.31,1.65,2.68,1.76,0.30,1.36,2.07,2.45,2.41,2.41
2020-06-28 00:00:00,1.67,0.46,2.42,3.93,2.59,0.45,1.99,3.03,3.60,3.54,3.54
2020-06-28 01:00:00,1.74,0.48,2.52,4.10,2.70,0.46,2.08,3.16,3.76,3.69,3.69
2020-06-28 02:00:00,1.52,0.42,2.20,3.57,2.35,0.41,1.81,2.76,3.27,3.22,3.22
2020-06-28 03:00:00,1.83,0.50,2.65,4.31,2.84,0.49,2.19,3.32,3.95,3.88,3.88
2020-06-28 04:00:00,1.50,0.42,2.18,3.54,2.34,0.40,1.80,2.73,3.25,3.19,3.19
2020-06-28 05:00:00,1.30,0.36,1.89,3.07,2.03,0.35,1.56,2.37,2.82,2.77,2.77
2020-06-28 06:00:00,1.17,0.32,1.70,2.77,1.82,0.31,1.40,2.13,2.53,2.49,2.49
2020-06-28 07:00:00,1.17,0.32,1.70,2.75,1.81,0.31,1.40,2.12,2.52,2.48,2.48
2020-06-28 08:00:00,1.45,0.40,2.10,3.41,2.24,0.39,1.73,2.63,3.12,3.07,3.07
2020-06-28 09:00:00,1.69,0.47,2.45,3.99,2.63,0.45,2.02,3.08,3.65,3.59,3.59
2020-06-28 10:00:00,1.67,0.46,2.43,3.94,2.60,0.45,2.00,3.04,3.61,3.55,3.55
2020-06-28 11:00:00,1.52,0.42,2.21,3.58,2.36,0.41,1.82,2.76,3.28,3.23,3.23
2020-06-28 12:00:00,1.36,0.37,1.97,3.20,2.11,0.36,1.62,2.47,2.93,2.88,2.88
2020-06-28 13:00:00,1.19,0.33,1.73,2.81,1.85,0.32,1.43,2.17,2.58,2.54,2.54
2020-06-28 14:00:00,1.19,0.33,1.72,2.80,1.85,0.32,1.42,2.16,2.57,2.52,2.52
2020-06-28 15:00:00,1.33,0.37,1.92,3.12,2.06,0.35,1.58,2.41,2.86,2.82,2.82
2020-06-28 16:00:00,1.53,0.42,2.21,3.60,2.37,0.41,1.82,2.77,3.29,3.24,3.24
2020-06-28 17:00:00,1.64,0.45,2.38,3.87,2.55,0.44,1.96,2.99,3.55,3.49,3.49
2020-06-28 18:00:00,1.59,0.44,2.31,3.75,2.47,0.42,1.90,2.89,3.43,3.38,3.38
2020-06-28 19:00:00,1.35,0.37,1.95,3.17,2.09,0.36,1.61,2.45,2.91,2.86,2.86
2020-06-28 20:00:00,1.00,0.28,1.46,2.36,1.56,0.27,1.20,1.82,2.17,2.13,2.13
2020-06-28 21:00:00,0.94,0.26,1.37,2.22,1.47,0.25,1.13,1.72,2.04,2.01,2.01
2020-06-28 22:00:00,1.07,0.29,1.55,2.52,1.66,0.29,1.28,1.94,2.31,2.27,2.27
2020-06-28 23:00:00,1.13,0.31,1.63,2.66,1.75,0.30,1.35,2.05,2.43,2.39,2.39
2020-06-29 00:00:00,1.63,0.45,2.36,3.83,2.53,0.43,1.95,2.96,3.51,3.46,3.46
2020-06-29 01:00:00,1.69,0.47,2.45,3.98,2.62,0.45,2.02,3.07,3.64,3.58,3.58
2020-06-29 02:00:00,1.49,0.41,2.16,3.52,2.32,0.40,1.78,2.71,3.22,3.17,3.17
2020-06-29 03:00:00,1.77,0.49,2.57,4.18,2.75,0.47,2.12,3.22,3.83,3.77,3.77
2020-06-29 04:00:00,1.48,0.41,2.15,3.50,2.30,0.40,1.77,2.70,3.20,3.15,3.15
2020-06-29 05:00:00,1.29,0.35,1.87,3.03,2.00,0.34,1.54,2.34,2.78,2.73,2.73
2020-06-29 06:00:00,1.16,0.32,1.68,2.73,1.80,0.31,1.38,2.11,2.50,2.46,2.46
2020-06-29 07:00:00,1.16,0.32,1.68,2.73,1.80,0.31,1.39,2.11,2.50,2.46,2.46
2020-06-29 08:00:00,1.46,0.40,2.11,3.43,2.26,0.39,1.74,2.65,3.15,3.09,3.09
2020-06-29 09:00:00,1.70,0.47,2.47,4.01,2.64,0.45,2.03,3.09,3.67,3.61,3.61
2020-06-29 10:00:00,1.67,0.46,2.43,3.94,2.60,0.45,2.00,3.04,3.61,3.55,3.55
2020-06-29 11:00:00,1.52,0.42,2.20,3.58,2.36,0.41,1.82,2.76,3.28,3.23,3.23
2020-06-29 12:00:00,1.36,0.37,1.97,3.19,2.10,0.36,1.62,2.46,2.93,2.88,2.88
2020-06-29 13:00:00,1.19,0.33,1.73,2.81,1.85,0.32,1.43,2.17,2.57,2.53,2.53
2020-06-29 14:00:00,1.19,0.33,1.72,2.80,1.84,0.32,1.42,2.16,2.56,2.52,2.52
2020-06-29 15:00:00,1.33,0.37,1.92,3.12,2.06,0.35,1.58,2.41,2.86,2.81,2.81
2020-06-29 16:00:00,1.53,0.42,2.21,3.60,2.37,0.41,1.82,2.77,3.29,3.24,3.24
2020-06-29 17:00:00,1.64,0.45,2.39,3.88,2.55,0.44,1.97,2.99,3.55,3.49,3.49
2020-06-29 18:00:00,1.59,0.44,2.31,3.75,2.47,0.43,1.90,2.89,3.43,3.38,3.38
2020-06-29 19:00:00,1.35,0.37,1.96,3.18,2.09,0.36,1.61,2.45,2.91,2.86,2.86
2020-06-29 20:00:00,1.01,0.28,1.46,2.37,1.56,0.27,1.20,1.83,2.17,2.14,2.14
2020-06-29 21:00:00,0.95,0.26,1.37,2.23,1.47,0.25,1.13,1.72,2.04,2.01,2.01
2020-06-29 22:00:00,1.07,0.30,1.56,2.53,1.66,0.29,1.28,1.95,2.31,2.28,2.28
2020-06-29 23:00:00,1.13,0.31,1.63,2.65,1.75,0.30,1.35,2.05,2.43,2.39,2.39
2020-06-30 00:00:00,1.62,0.45,2.36,3.83,2.52,0.43,1.94,2.95,3.51,3.45,3.45
2020-06-30 01:00:00,1.68,0.46,2.44,3.97,2.61,0.45,2.01,3.06,3.63,3.57,3.57
2020-06-30 02:00:00,1.49,0.41,2.16,3.50,2.31,0.40,1.78,2.70,3.21,3.16,3.16
2020-06-30 03:00:00,1.76,0.49,2.56,4.15,2.74,0.47,2.11,3.20,3.80,3.74,3.74
2020-06-30 04:00:00,1.46,0.40,2.12,3.45,2.27,0.39,1.75,2.66,3.16,3.11,3.11
2020-06-30 05:00:00,1.27,0.35,1.84,2.99,1.97,0.34,1.51,2.30,2.74,2.69,2.69
2020-06-30 06:00:00,1.14,0.32,1.66,2.70,1.78,0.31,1.37,2.08,2.47,2.43,2.43
2020-06-30 07:00:00,1.15,0.32,1.67,2.71,1.79,0.31,1.38,2.09,2.49,2.44,2.44
2020-06-30 08:00:00,1.47,0.40,2.13,3.46,2.28,0.39,1.75,2.67,3.17,3.12,3.12
2020-06-30 09:00:00,1.71,0.47,2.48,4.02,2.65,0.46,2.04,3.10,3.69,3.63,3.63
2020-06-30 10:00:00,1.67,0.46,2.43,3.95,2.60,0.45,2.00,3.04,3.62,3.56,3.56
2020-06-30 11:00:00,1.52,0.42,2.20,3.58,2.36,0.41,1.81,2.76,3.28,3.22,3.22
2020-06-30 12:00:00,1.35,0.37,1.96,3.19,2.10,0.36,1.62,2.46,2.92,2.87,2.87
2020-06-30 13:00:00,1.19,0.33,1.73,2.81,1.85,0.32,1.42,2.17,2.57,2.53,2.53
2020-06-30 14:00:00,1.19,0.33,1.72,2.79,1.84,0.32,1.42,2.16,2.56,2.52,2.52
2020-06-30 15:00:00,1.32,0.37,1.92,3.12,2.06,0.35,1.58,2.41,2.86,2.81,2.81
2020-06-30 16:00:00,1.53,0.42,2.21,3.59,2.37,0.41,1.82,2.77,3.29,3.24,3.24
2020-06-30 17:00:00,1.65,0.45,2.39,3.88,2.55,0.44,1.97,2.99,3.55,3.49,3.49
2020-06-30 18:00:00,1.59,0.44,2.31,3.75,2.47,0.43,1.90,2.89,3.44,3.38,3.38
2020-06-30 19:00:00,1.35,0.37,1.96,3.18,2.10,0.36,1.61,2.45,2.92,2.87,2.87
2020-06-30 20:00:00,1.01,0.28,1.46,2.38,1.57,0.27,1.21,1.83,2.18,2.14,2.14
2020-06-30 21:00:00,0.95,0.26,1.38,2.24,1.47,0.25,1.14,1.73,2.05,2.02,2.02
2020-06-30 22:00:00,1.07,0.30,1.56,2.53,1.67,0.29,1.28,1.95,2.32,2.28,2.28
2020-06-30 23:00:00,1.13,0.31,1.63,2.65,1.75,0.30,1.35,2.05,2.43,2.39,2.39
2020-07-01 00:00:00,1.62,0.45,2.35,3.82,2.52,0.43,1.94,2.95,3.50,3.44,3.44
2020-07-01 01:00:00,1.68,0.46,2.44,3.96,2.61,0.45,2.01,3.05,3.62,3.56,3.56
2020-07-01 02:00:00,1.48,0.41,2.15,3.49,2.30,0.40,1.77,2.69,3.20,3.14,3.14
2020-07-01 03:00:00,1.75,0.48,2.54,4.12,2.72,0.47,2.09,3.18,3.78,3.72,3.72
2020-07-01 04:00:00,1.45,0.40,2.10,3.41,2.24,0.39,1.73,2.63,3.12,3.07,3.07
2020-07-01 05:00:00,1.25,0.34,1.81,2.94,1.94,0.33,1.49,2.27,2.70,2.65,2.65
2020-07-01 06:00:00,1.13,0.31,1.64,2.66,1.75,0.30,1.35,2.05,2.44,2.40,2.40
2020-07-01 07:00:00,1.15,0.32,1.66,2.70,1.78,0.31,1.37,2.08,2.47,2.43,2.43
2020-07-01 08:00:00,1.48,0.41,2.14,3.48,2.29,0.39,1.76,2.68,3.19,3.13,3.13
2020-07-01 09:00:00,1.71,0.47,2.48,4.04,2.66,0.46,2.05,3.11,3.70,3.64,3.64
2020-07-01 10:00:00,1.68,0.46,2.43,3.95,2.60,0.45,2.00,3.04,3.62,3.56,3.56
2020-07-01 11:00:00,1.52,0.42,2.20,3.57,2.35,0.40,1.81,2.75,3.27,3.22,3.22
2020-07-01 12:00:00,1.35,0.37,1.96,3.18,2.10,0.36,1.62,2.46,2.92,2.87,2.87
2020-07-01 13:00:00,1.19,0.33,1.73,2.80,1.85,0.32,1.42,2.16,2.57,2.53,2.53
2020-07-01 14:00:00,1.18,0.33,1.72,2.79,1.84,0.32,1.42,2.15,2.56,2.52,2.52
2020-07-01 15:00:00,1.32,0.36,1.92,3.12,2.05,0.35,1.58,2.41,2.86,2.81,2.81
2020-07-01 16:00:00,1.53,0.42,2.21,3.59,2.37,0.41,1.82,2.77,3.29,3.24,3.24
2020-07-01 17:00:00,1.65,0.45,2.39,3.88,2.55,0.44,1.97,2.99,3.55,3.49,3.49
2020-07-01 18:00:00,1.59,0.44,2.31,3.75,2.47,0.43,1.90,2.90,3.44,3.38,3.38
2020-07-01 19:00:00,1.35,0.37,1.96,3.19,2.10,0.36,1.62,2.46,2.92,2.87,2.87
2020-07-01 20:00:00,1.01,0.28,1.47,2.38,1.57,0.27,1.21,1.84,2.18,2.15,2.15
2020-07-01 21:00:00,0.95,0.26,1.38,2.24,1.48,0.25,1.14,1.73,2.06,2.02,2.02
2020-07-01 22:00:00,1.08,0.30,1.56,2.54,1.67,0.29,1.29,1.96,2.33,2.29,2.29
2020-07-01 23:00:00,1.13,0.31,1.63,2.65,1.75,0.30,1.34,2.05,2.43,2.39,2.39
2020-07-02 00:00:00,1.62,0.45,2.35,3.81,2.51,0.43,1.93,2.94,3.49,3.44,3.44
2020-07-02 01:00:00,1.67,0.46,2.43,3.95,2.60,0.45,2.00,3.04,3.62,3.56,3.56
2020-07-02 02:00:00,1.47,0.41,2.14,3.47,2.29,0.39,1.76,2.68,3.18,3.13,3.13
2020-07-02 03:00:00,1.74,0.48,2.52,4.10,2.70,0.46,2.08,3.16,3.75,3.69,3.69
2020-07-02 04:00:00,1.42,0.39,2.06,3.35,2.21,0.38,1.70,2.58,3.07,3.02,3.02
2020-07-02 05:00:00,1.23,0.34,1.78,2.89,1.90,0.33,1.47,2.23,2.65,2.60,2.60
2020-07-02 06:00:00,1.12,0.31,1.62,2.63,1.73,0.30,1.33,2.03,2.41,2.37,2.37
2020-07-02 07:00:00,1.11,0.31,1.62,2.63,1.73,0.30,1.33,2.03,2.41,2.37,2.37
2020-07-02 08:00:00,1.47,0.41,2.13,3.46,2.28,0.39,1.76,2.67,3.17,3.12,3.12
2020-07-02 09:00:00,1.72,0.47,2.49,4.04,2.66,0.46,2.05,3.12,3.70,3.64,3.64
2020-07-02 10:00:00,1.67,0.46,2.42,3.93,2.59,0.45,1.99,3.03,3.60,3.54,3.54
2020-07-02 11:00:00,1.50,0.41,2.18,3.54,2.33,0.40,1.79,2.73,3.24,3.19,3.19
2020-07-02 12:00:00,1.33,0.37,1.93,3.13,2.06,0.36,1.59,2.42,2.87,2.82,2.82
2020-07-02 13:00:00,1.16,0.32,1.68,2.73,1.80,0.31,1.39,2.11,2.51,2.46,2.46
2020-07-02 14:00:00,1.16,0.32,1.68,2.73,1.80,0.31,1.39,2.11,2.51,2.46,2.46
2020-07-02 15:00:00,1.33,0.37,1.94,3.15,2.07,0.36,1.60,2.43,2.88,2.83,2.83
2020-07-02 16:00:00,1.59,0.44,2.31,3.76,2.47,0.43,1.90,2.90,3.44,3.38,3.38
2020-07-02 17:00:00,1.78,0.49,2.58,4.19,2.76,0.48,2.13,3.24,3.84,3.78,3.78
2020-07-02 18:00:00,1.72,0.47,2.49,4.04,2.66,0.46,2.05,3.12,3.71,3.64,3.64
2020-07-02 19:00:00,1.43,0.40,2.08,3.38,2.23,0.38,1.71,2.61,3.10,3.05,3.05
2020-07-02 20:00:00,1.09,0.30,1.58,2.56,1.69,0.29,1.30,1.98,2.35,2.31,2.31
2020-07-02 21:00:00,1.00,0.28,1.45,2.35,1.55,0.27,1.19,1.82,2.16,2.12,2.12
2020-07-02 22:00:00,1.13,0.31,1.64,2.67,1.76,0.30,1.35,2.06,2.45,2.41,2.41
2020-07-02 23:00:00,1.11,0.31,1.61,2.61,1.72,0.30,1.32,2.01,2.39,2.35,2.35
2020-07-03 00:00:00,1.50,0.41,2.18,3.54,2.33,0.40,1.79,2.73,3.24,3.19,3.19
2020-07-03 01:00:00,1.60,0.44,2.31,3.76,2.48,0.43,1.91,2.90,3.45,3.39,3.39
2020-07-03 02:00:00,1.45,0.40,2.10,3.41,2.24,0.39,1.73,2.63,3.12,3.07,3.07
2020-07-03 03:00:00,1.63,0.45,2.37,3.85,2.54,0.44,1.95,2.97,3.53,3.47,3.47
2020-07-03 04:00:00,1.17,0.32,1.69,2.75,1.81,0.31,1.39,2.12,2.52,2.48,2.48
2020-07-03 05:00:00,0.89,0.25,1.30,2.11,1.39,0.24,1.07,1.62,1.93,1.90,1.90
2020-07-03 06:00:00,0.76,0.21,1.11,1.80,1.18,0.20,0.91,1.39,1.65,1.62,1.62
2020-07-03 07:00:00,0.87,0.24,1.26,2.05,1.35,0.23,1.04,1.58,1.88,1.85,1.85
2020-07-03 08:00:00,1.23,0.34,1.79,2.90,1.91,0.33,1.47,2.24,2.66,2.61,2.61
2020-07-03 09:00:00,1.47,0.41,2.13,3.47,2.28,0.39,1.76,2.67,3.18,3.12,3.12
2020-07-03 10:00:00,1.46,0.40,2.12,3.45,2.27,0.39,1.75,2.66,3.16,3.11,3.11
2020-07-03 11:00:00,1.30,0.36,1.89,3.07,2.02,0.35,1.56,2.37,2.81,2.77,2.77
2020-07-03 12:00:00,1.16,0.32,1.69,2.74,1.80,0.31,1.39,2.11,2.51,2.47,2.47
2020-07-03 13:00:00,1.05,0.29,1.53,2.48,1.64,0.28,1.26,1.92,2.28,2.24,2.24
2020-07-03 14:00:00,1.09,0.30,1.59,2.58,1.70,0.29,1.31,1.99,2.36,2.32,2.32
2020-07-03 15:00:00,1.32,0.36,1.91,3.10,2.05,0.35,1.57,2.39,2.84,2.80,2.80
2020-07-03 16:00:00,1.63,0.45,2.36,3.84,2.53,0.44,1.95,2.96,3.52,3.46,3.46
2020-07-03 17:00:00,1.79,0.49,2.60,4.22,2.78,0.48,2.14,3.26,3.87,3.80,3.80
2020-07-03 18:00:00,1.72,0.47,2.50,4.06,2.67,0.46,2.06,3.13,3.72,3.65,3.65
2020-07-03 19:00:00,1.50,0.41,2.17,3.53,2.32,0.40,1.79,2.72,3.23,3.18,3.18
2020-07-03 20:00:00,1.16,0.32,1.68,2.73,1.80,0.31,1.38,2.10,2.50,2.46,2.46
2020-07-03 21:00:00,1.04,0.29,1.51,2.46,1.62,0.28,1.25,1.89,2.25,2.21,2.21
2020-07-03 22:00:00,1.18,0.33,1.71,2.78,1.83,0.32,1.41,2.15,2.55,2.51,2.51
2020-07-03 23:00:00,1.15,0.32,1.66,2.70,1.78,0.31,1.37,2.08,2.48,2.43,2.43
2020-07-04 00:00:00,1.51,0.42,2.20,3.57,2.35,0.40,1.81,2.75,3.27,3.21,3.21
2020-07-04 01:00:00,1.60,0.44,2.32,3.77,2.48,0.43,1.91,2.90,3.45,3.39,3.39
2020-07-04 02:00:00,1.44,0.40,2.08,3.39,2.23,0.38,1.72,2.61,3.10,3.05,3.05
2020-07-04 03:00:00,1.60,0.44,2.33,3.78,2.49,0.43,1.92,2.92,3.46,3.41,3.41
2020-07-04 04:00:00,1.09,0.30,1.58,2.56,1.69,0.29,1.30,1.97,2.35,2.31,2.31
2020-07-04 05:00:00,0.80,0.22,1.16,1.89,1.24,0.21,0.96,1.46,1.73,1.70,1.70
2020-07-04 06:00:00,0.64,0.18,0.93,1.51,0.99,0.17,0.76,1.16,1.38,1.36,1.36
2020-07-04 07:00:00,0.73,0.20,1.06,1.73,1.14,0.20,0.88,1.33,1.58,1.56,1.56
2020-07-04 08:00:00,1.11,0.31,1.61,2.62,1.73,0.30,1.33,2.02,2.40,2.36,2.36
2020-07-04 09:00:00,1.39,0.38,2.01,3.27,2.16,0.37,1.66,2.52,3.00,2.95,2.95
2020-07-04 10:00:00,1.39,0.38,2.01,3.27,2.15,0.37,1.66,2.52,2.99,2.95,2.95
2020-07-04 11:00:00,1.23,0.34,1.78,2.90,1.91,0.33,1.47,2.23,2.65,2.61,2.61
2020-07-04 12:00:00,1.09,0.30,1.59,2.58,1.70,0.29,1.31,1.99,2.36,2.32,2.32
