techs,demand_heatpump_E3B,demand_heatpump_E3C,demand_heatpump_E1A,demand_heatpump_E3B,demand_heatpump_E2A,demand_heatpump_E3C,demand_heatpump_E2A,demand_heatpump_E2A,demand_heatpump_E2A,demand_heatpump_E3C,demand_heatpump_E3C
nodes,Amp_125,Amp_160,Amp_25,Amp_250,Amp_35,Amp_400,Amp_50,Amp_63,Amp_80,kVA_630,VD_Lem
2019-12-15 00:00:00,6.64,1.83,9.63,15.65,10.31,1.77,7.94,12.07,14.34,14.10,14.10
2019-12-15 01:00:00,8.13,2.24,11.79,19.15,12.62,2.17,9.71,14.77,17.54,17.25,17.25
2019-12-15 02:00:00,8.38,2.31,12.16,19.75,13.01,2.24,10.02,15.24,18.10,17.80,17.80
2019-12-15 03:00:00,8.80,2.43,12.76,20.73,13.66,2.35,10.51,15.99,18.99,18.68,18.68
2019-12-15 04:00:00,10.45,2.88,15.16,24.62,16.22,2.79,12.49,18.99,22.56,22.19,22.19
2019-12-15 05:00:00,13.20,3.64,19.15,31.11,20.50,3.53,15.78,24.00,28.51,28.04,28.04
2019-12-15 06:00:00,14.45,3.99,20.96,34.04,22.43,3.86,17.27,26.26,31.19,30.68,30.68
2019-12-15 07:00:00,15.35,4.23,22.26,36.16,23.82,4.10,18.34,27.89,33.13,32.59,32.59
2019-12-15 08:00:00,14.75,4.07,21.40,34.76,22.90,3.94,17.63,26.81,31.85,31.32,31.32
2019-12-15 09:00:00,14.17,3.91,20.56,33.39,22.00,3.79,16.94,25.76,30.60,30.09,30.09
2019-12-15 10:00:00,13.69,3.78,19.85,32.25,21.25,3.66,16.36,24.88,29.55,29.06,29.06
2019-12-15 11:00:00,12.92,3.56,18.74,30.44,20.06,3.45,15.44,23.48,27.89,27.43,27.43
2019-12-15 12:00:00,13.03,3.60,18.91,30.71,20.24,3.48,15.58,23.69,28.14,27.68,27.68
2019-12-15 13:00:00,13.00,3.59,18.86,30.64,20.19,3.47,15.54,23.64,28.08,27.61,27.61
2019-12-15 14:00:00,12.50,3.45,18.14,29.46,19.41,3.34,14.94,22.73,26.99,26.55,26.55
2019-12-15 15:00:00,12.25,3.38,17.77,28.86,19.02,3.27,14.64,22.27,26.45,26.01,26.01
2019-12-15 16:00:00,11.67,3.22,16.93,27.50,18.12,3.12,13.95,21.21,25.19,24.78,24.78
2019-12-15 17:00:00,10.48,2.89,15.19,24.68,16.26,2.80,12.52,19.04,22.62,22.24,22.24
2019-12-15 18:00:00,9.64,2.66,13.99,22.72,14.97,2.58,11.53,17.53,20.82,20.48,20.48
2019-12-15 19:00:00,9.05,2.50,13.13,21.32,14.05,2.42,10.82,16.45,19.54,19.22,19.22
2019-12-15 20:00:00,8.12,2.24,11.77,19.12,12.60,2.17,9.70,14.75,17.52,17.23,17.23
2019-12-15 21:00:00,6.81,1.88,9.87,16.04,10.57,1.82,8.13,12.37,14.69,14.45,14.45
2019-12-15 22:00:00,6.20,1.71,9.00,14.62,9.63,1.66,7.41,11.28,13.39,13.17,13.17
2019-12-15 23:00:00,6.20,1.71,9.00,14.62,9.63,1.66,7.41,11.28,13.39,13.17,13.17
2019-12-16 00:00:00,6.69,1.84,9.70,15.75,10.38,1.79,7.99,12.15,14.44,14.20,14.20
2019-12-16 01:00:00,8.18,2.26,11.86,19.26,12.69,2.18,9.77,14.86,17.65,17.36,17.36
2019-12-16 02:00:00,8.43,2.33,12.23,19.87,13.09,2.25,10.08,15.33,18.21,17.91,17.91
2019-12-16 03:00:00,8.85,2.44,12.84,20.86,13.74,2.36,10.58,16.09,19.11,18.79,18.79
2019-12-16 04:00:00,10.51,2.90,15.24,24.76,16.31,2.81,12.56,19.10,22.69,22.31,22.31
2019-12-16 05:00:00,13.27,3.66,19.25,31.27,20.60,3.55,15.86,24.12,28.65,28.18,28.18
2019-12-16 06:00:00,14.52,4.01,21.06,34.21,22.54,3.88,17.35,26.40,31.35,30.83,30.83
2019-12-16 07:00:00,15.43,4.26,22.38,36.35,23.95,4.12,18.44,28.04,33.31,32.76,32.76
2019-12-16 08:00:00,14.83,4.09,21.51,34.95,23.03,3.96,17.73,26.96,32.02,31.49,31.49
2019-12-16 09:00:00,14.25,3.93,20.67,33.58,22.13,3.81,17.03,25.90,30.77,30.26,30.26
2019-12-16 10:00:00,13.76,3.80,19.97,32.43,21.37,3.68,16.45,25.02,29.72,29.23,29.23
2019-12-16 11:00:00,13.00,3.59,18.85,30.62,20.18,3.47,15.53,23.62,28.06,27.60,27.60
2019-12-16 12:00:00,13.11,3.62,19.02,30.89,20.36,3.50,15.67,23.83,28.31,27.84,27.84
2019-12-16 13:00:00,13.08,3.61,18.98,30.82,20.31,3.50,15.63,23.78,28.24,27.78,27.78
2019-12-16 14:00:00,12.58,3.47,18.24,29.64,19.53,3.36,15.03,22.86,27.15,26.71,26.71
2019-12-16 15:00:00,12.32,3.40,17.88,29.04,19.13,3.29,14.73,22.40,26.61,26.17,26.17
2019-12-16 16:00:00,11.74,3.24,17.03,27.66,18.22,3.14,14.03,21.34,25.34,24.92,24.92
2019-12-16 17:00:00,10.53,2.90,15.28,24.81,16.35,2.81,12.59,19.14,22.74,22.36,22.36
2019-12-16 18:00:00,9.69,2.67,14.06,22.84,15.05,2.59,11.58,17.62,20.93,20.58,20.58
2019-12-16 19:00:00,9.10,2.51,13.20,21.44,14.13,2.43,10.87,16.54,19.64,19.32,19.32
2019-12-16 20:00:00,8.16,2.25,11.84,19.23,12.67,2.18,9.75,14.83,17.62,17.33,17.33
2019-12-16 21:00:00,6.85,1.89,9.93,16.14,10.63,1.83,8.19,12.45,14.79,14.54,14.54
2019-12-16 22:00:00,6.25,1.72,9.06,14.72,9.70,1.67,7.46,11.35,13.48,13.26,13.26
2019-12-16 23:00:00,6.25,1.72,9.06,14.72,9.70,1.67,7.46,11.35,13.48,13.26,13.26
2019-12-17 00:00:00,6.73,1.86,9.76,15.86,10.45,1.80,8.04,12.23,14.53,14.29,14.29
2019-12-17 01:00:00,8.22,2.27,11.93,19.38,12.77,2.20,9.83,14.95,17.75,17.46,17.46
2019-12-17 02:00:00,8.48,2.34,12.30,19.98,13.17,2.27,10.14,15.42,18.31,18.01,18.01
2019-12-17 03:00:00,8.90,2.46,12.91,20.98,13.82,2.38,10.64,16.18,19.22,18.91,18.91
2019-12-17 04:00:00,10.56,2.91,15.32,24.89,16.40,2.82,12.63,19.20,22.81,22.43,22.43
2019-12-17 05:00:00,13.27,3.66,19.25,31.26,20.60,3.54,15.86,24.12,28.64,28.17,28.17
2019-12-17 06:00:00,14.53,4.01,21.07,34.23,22.55,3.88,17.36,26.40,31.36,30.84,30.84
2019-12-17 07:00:00,15.52,4.28,22.51,36.56,24.09,4.15,18.54,28.21,33.50,32.95,32.95
2019-12-17 08:00:00,14.56,4.02,21.12,34.31,22.61,3.89,17.40,26.47,31.43,30.92,30.92
2019-12-17 09:00:00,14.22,3.92,20.62,33.50,22.07,3.80,16.99,25.84,30.69,30.19,30.19
2019-12-17 10:00:00,13.87,3.83,20.12,32.68,21.53,3.71,16.58,25.21,29.94,29.45,29.45
2019-12-17 11:00:00,12.99,3.58,18.85,30.61,20.17,3.47,15.53,23.62,28.05,27.59,27.59
2019-12-17 12:00:00,13.03,3.59,18.90,30.71,20.23,3.48,15.57,23.69,28.14,27.67,27.67
2019-12-17 13:00:00,12.92,3.56,18.74,30.44,20.06,3.45,15.44,23.48,27.89,27.43,27.43
2019-12-17 14:00:00,12.33,3.40,17.88,29.05,19.14,3.29,14.73,22.41,26.61,26.18,26.18
2019-12-17 15:00:00,12.13,3.34,17.59,28.57,18.83,3.24,14.49,22.04,26.18,25.75,25.75
2019-12-17 16:00:00,11.96,3.30,17.35,28.18,18.57,3.20,14.30,21.74,25.82,25.40,25.40
2019-12-17 17:00:00,11.41,3.15,16.55,26.89,17.72,3.05,13.64,20.74,24.63,24.23,24.23
2019-12-17 18:00:00,11.35,3.13,16.47,26.75,17.63,3.03,13.57,20.64,24.51,24.11,24.11
2019-12-17 19:00:00,10.62,2.93,15.41,25.03,16.49,2.84,12.69,19.31,22.93,22.55,22.55
2019-12-17 20:00:00,9.17,2.53,13.31,21.61,14.24,2.45,10.96,16.67,19.80,19.48,19.48
2019-12-17 21:00:00,7.77,2.14,11.27,18.30,12.06,2.08,9.28,14.12,16.77,16.49,16.49
2019-12-17 22:00:00,6.81,1.88,9.88,16.05,10.57,1.82,8.14,12.38,14.70,14.46,14.46
2019-12-17 23:00:00,6.92,1.91,10.04,16.31,10.75,1.85,8.27,12.58,14.95,14.70,14.70
2019-12-18 00:00:00,6.57,1.81,9.53,15.49,10.21,1.76,7.86,11.95,14.19,13.96,13.96
2019-12-18 01:00:00,6.90,1.90,10.01,16.27,10.72,1.84,8.25,12.55,14.90,14.66,14.66
2019-12-18 02:00:00,7.64,2.11,11.08,17.99,11.86,2.04,9.13,13.88,16.49,16.21,16.21
2019-12-18 03:00:00,8.69,2.40,12.60,20.47,13.49,2.32,10.38,15.79,18.75,18.44,18.44
2019-12-18 04:00:00,9.50,2.62,13.78,22.38,14.75,2.54,11.35,17.26,20.51,20.17,20.17
2019-12-18 05:00:00,10.45,2.88,15.16,24.63,16.23,2.79,12.49,19.00,22.57,22.20,22.20
2019-12-18 06:00:00,10.76,2.97,15.61,25.35,16.71,2.87,12.86,19.56,23.23,22.85,22.85
2019-12-18 07:00:00,11.46,3.16,16.62,27.00,17.79,3.06,13.70,20.83,24.74,24.33,24.33
2019-12-18 08:00:00,11.67,3.22,16.92,27.49,18.11,3.12,13.94,21.20,25.18,24.77,24.77
2019-12-18 09:00:00,11.37,3.14,16.49,26.79,17.65,3.04,13.59,20.66,24.54,24.14,24.14
2019-12-18 10:00:00,10.98,3.03,15.92,25.87,17.04,2.93,13.12,19.95,23.70,23.31,23.31
2019-12-18 11:00:00,10.64,2.93,15.43,25.07,16.52,2.84,12.71,19.34,22.97,22.59,22.59
2019-12-18 12:00:00,10.74,2.96,15.58,25.30,16.67,2.87,12.83,19.52,23.18,22.80,22.80
2019-12-18 13:00:00,10.98,3.03,15.93,25.88,17.05,2.93,13.12,19.96,23.71,23.32,23.32
2019-12-18 14:00:00,11.12,3.07,16.13,26.20,17.26,2.97,13.29,20.21,24.00,23.61,23.61
2019-12-18 15:00:00,11.40,3.14,16.53,26.86,17.70,3.05,13.62,20.72,24.61,24.21,24.21
2019-12-18 16:00:00,11.82,3.26,17.14,27.85,18.35,3.16,14.12,21.48,25.52,25.10,25.10
2019-12-18 17:00:00,11.90,3.28,17.26,28.04,18.47,3.18,14.22,21.63,25.69,25.26,25.26
2019-12-18 18:00:00,11.55,3.18,16.75,27.20,17.93,3.08,13.80,20.99,24.93,24.52,24.52
2019-12-18 19:00:00,10.73,2.96,15.56,25.28,16.65,2.87,12.82,19.50,23.16,22.78,22.78
2019-12-18 20:00:00,9.97,2.75,14.46,23.48,15.47,2.66,11.91,18.12,21.52,21.16,21.16
2019-12-18 21:00:00,8.66,2.39,12.56,20.40,13.44,2.31,10.35,15.74,18.69,18.38,18.38
2019-12-18 22:00:00,7.37,2.03,10.70,17.37,11.45,1.97,8.81,13.40,15.92,15.66,15.66
2019-12-18 23:00:00,7.52,2.08,10.91,17.73,11.68,2.01,8.99,13.68,16.25,15.98,15.98
2019-12-19 00:00:00,7.11,1.96,10.32,16.76,11.04,1.90,8.50,12.93,15.35,15.10,15.10
2019-12-19 01:00:00,7.15,1.97,10.37,16.84,11.10,1.91,8.54,12.99,15.43,15.18,15.18
2019-12-19 02:00:00,7.77,2.14,11.26,18.30,12.06,2.07,9.28,14.12,16.77,16.49,16.49
2019-12-19 03:00:00,8.70,2.40,12.63,20.51,13.51,2.33,10.40,15.82,18.79,18.48,18.48
2019-12-19 04:00:00,9.31,2.57,13.50,21.93,14.45,2.49,11.12,16.92,20.09,19.76,19.76
2019-12-19 05:00:00,9.70,2.68,14.07,22.86,15.06,2.59,11.59,17.63,20.94,20.60,20.60
2019-12-19 06:00:00,9.84,2.71,14.27,23.18,15.27,2.63,11.76,17.88,21.24,20.89,20.89
2019-12-19 07:00:00,10.12,2.79,14.68,23.84,15.71,2.70,12.09,18.39,21.85,21.49,21.49
2019-12-19 08:00:00,10.02,2.77,14.54,23.62,15.56,2.68,11.98,18.22,21.64,21.29,21.29
2019-12-19 09:00:00,9.90,2.73,14.36,23.33,15.37,2.65,11.83,18.00,21.38,21.02,21.02
2019-12-19 10:00:00,9.98,2.75,14.48,23.52,15.50,2.67,11.93,18.14,21.55,21.19,21.19
2019-12-19 11:00:00,9.73,2.68,14.12,22.93,15.11,2.60,11.63,17.69,21.01,20.66,20.66
2019-12-19 12:00:00,9.87,2.72,14.32,23.26,15.33,2.64,11.80,17.95,21.31,20.96,20.96
2019-12-19 13:00:00,10.20,2.81,14.79,24.03,15.83,2.72,12.19,18.54,22.02,21.65,21.65
2019-12-19 14:00:00,10.12,2.79,14.69,23.85,15.72,2.70,12.10,18.40,21.86,21.50,21.50
2019-12-19 15:00:00,10.30,2.84,14.94,24.27,15.99,2.75,12.31,18.73,22.24,21.87,21.87
2019-12-19 16:00:00,10.49,2.89,15.21,24.71,16.28,2.80,12.53,19.06,22.64,22.27,22.27
2019-12-19 17:00:00,10.10,2.79,14.65,23.80,15.68,2.70,12.07,18.36,21.80,21.44,21.44
2019-12-19 18:00:00,9.83,2.71,14.26,23.17,15.27,2.63,11.75,17.87,21.23,20.88,20.88
2019-12-19 19:00:00,9.33,2.57,13.54,22.00,14.49,2.49,11.16,16.97,20.15,19.82,19.82
2019-12-19 20:00:00,8.42,2.32,12.21,19.84,13.07,2.25,10.06,15.31,18.18,17.88,17.88
2019-12-19 21:00:00,7.29,2.01,10.57,17.18,11.32,1.95,8.71,13.25,15.74,15.48,15.48
2019-12-19 22:00:00,6.60,1.82,9.58,15.56,10.25,1.76,7.89,12.01,14.26,14.02,14.02
2019-12-19 23:00:00,6.59,1.82,9.56,15.54,10.24,1.76,7.88,11.99,14.24,14.00,14.00
2019-12-20 00:00:00,6.99,1.93,10.13,16.46,10.85,1.87,8.35,12.70,15.08,14.83,14.83
2019-12-20 01:00:00,8.77,2.42,12.72,20.66,13.61,2.34,10.48,15.93,18.93,18.61,18.61
2019-12-20 02:00:00,9.16,2.53,13.28,21.58,14.22,2.45,10.94,16.65,19.77,19.44,19.44
2019-12-20 03:00:00,9.25,2.55,13.42,21.81,14.37,2.47,11.06,16.82,19.98,19.65,19.65
2019-12-20 04:00:00,11.20,3.09,16.25,26.39,17.39,2.99,13.39,20.36,24.18,23.78,23.78
2019-12-20 05:00:00,13.51,3.73,19.60,31.84,20.98,3.61,16.15,24.57,29.18,28.70,28.70
2019-12-20 06:00:00,14.79,4.08,21.46,34.85,22.96,3.95,17.68,26.89,31.93,31.41,31.41
2019-12-20 07:00:00,15.73,4.34,22.82,37.08,24.43,4.20,18.81,28.60,33.97,33.41,33.41
2019-12-20 08:00:00,15.13,4.17,21.95,35.65,23.49,4.04,18.08,27.50,32.67,32.13,32.13
2019-12-20 09:00:00,14.54,4.01,21.09,34.26,22.58,3.89,17.38,26.43,31.39,30.88,30.88
2019-12-20 10:00:00,14.05,3.88,20.39,33.12,21.82,3.76,16.80,25.55,30.34,29.84,29.84
2019-12-20 11:00:00,13.29,3.67,19.27,31.31,20.63,3.55,15.88,24.15,28.69,28.21,28.21
2019-12-20 12:00:00,13.40,3.70,19.43,31.56,20.80,3.58,16.01,24.35,28.92,28.44,28.44
2019-12-20 13:00:00,13.36,3.69,19.39,31.49,20.75,3.57,15.97,24.29,28.85,28.38,28.38
2019-12-20 14:00:00,12.85,3.55,18.64,30.29,19.96,3.43,15.36,23.37,27.75,27.29,27.29
2019-12-20 15:00:00,12.59,3.47,18.27,29.68,19.55,3.36,15.05,22.89,27.19,26.74,26.74
2019-12-20 16:00:00,11.99,3.31,17.39,28.25,18.62,3.20,14.33,21.80,25.89,25.46,25.46
2019-12-20 17:00:00,10.74,2.96,15.57,25.30,16.67,2.87,12.83,19.51,23.18,22.80,22.80
2019-12-20 18:00:00,9.87,2.72,14.32,23.26,15.33,2.64,11.80,17.95,21.32,20.97,20.97
2019-12-20 19:00:00,9.27,2.56,13.45,21.85,14.40,2.48,11.08,16.86,20.02,19.69,19.69
2019-12-20 20:00:00,8.31,2.29,12.06,19.59,12.91,2.22,9.94,15.11,17.95,17.65,17.65
2019-12-20 21:00:00,7.00,1.93,10.16,16.50,10.87,1.87,8.37,12.73,15.11,14.87,14.87
2019-12-20 22:00:00,6.40,1.76,9.28,15.07,9.93,1.71,7.65,11.63,13.81,13.58,13.58
2019-12-20 23:00:00,6.40,1.76,9.28,15.08,9.93,1.71,7.65,11.63,13.81,13.59,13.59
2019-12-21 00:00:00,6.89,1.90,10.00,16.25,10.70,1.84,8.24,12.53,14.89,14.64,14.64
2019-12-21 01:00:00,8.40,2.32,12.19,19.80,13.04,2.24,10.04,15.27,18.14,17.84,17.84
2019-12-21 02:00:00,8.66,2.39,12.56,20.41,13.45,2.31,10.35,15.74,18.70,18.39,18.39
2019-12-21 03:00:00,9.10,2.51,13.20,21.44,14.12,2.43,10.87,16.54,19.64,19.32,19.32
2019-12-21 04:00:00,10.78,2.97,15.63,25.39,16.73,2.88,12.88,19.59,23.26,22.88,22.88
2019-12-21 05:00:00,13.57,3.74,19.69,31.98,21.07,3.63,16.22,24.67,29.30,28.82,28.82
2019-12-21 06:00:00,14.85,4.10,21.55,35.00,23.06,3.97,17.75,27.00,32.07,31.54,31.54
2019-12-21 07:00:00,15.81,4.36,22.93,37.24,24.54,4.22,18.89,28.73,34.12,33.56,33.56
2019-12-21 08:00:00,15.20,4.19,22.05,35.82,23.60,4.06,18.17,27.63,32.82,32.28,32.28
2019-12-21 09:00:00,14.61,4.03,21.19,34.42,22.68,3.90,17.46,26.56,31.54,31.02,31.02
2019-12-21 10:00:00,14.12,3.90,20.48,33.28,21.93,3.77,16.88,25.67,30.49,29.99,29.99
2019-12-21 11:00:00,13.35,3.68,19.37,31.47,20.73,3.57,15.96,24.27,28.83,28.36,28.36
2019-12-21 12:00:00,13.46,3.71,19.53,31.72,20.90,3.60,16.09,24.47,29.06,28.58,28.58
2019-12-21 13:00:00,13.43,3.70,19.48,31.64,20.85,3.59,16.05,24.41,28.99,28.52,28.52
2019-12-21 14:00:00,12.92,3.56,18.74,30.44,20.05,3.45,15.44,23.48,27.89,27.43,27.43
2019-12-21 15:00:00,12.66,3.49,18.36,29.82,19.65,3.38,15.13,23.01,27.33,26.88,26.88
2019-12-21 16:00:00,12.05,3.32,17.48,28.39,18.71,3.22,14.40,21.90,26.01,25.58,25.58
2019-12-21 17:00:00,10.78,2.97,15.64,25.41,16.74,2.88,12.89,19.60,23.28,22.90,22.90
2019-12-21 18:00:00,9.91,2.73,14.38,23.36,15.39,2.65,11.85,18.02,21.40,21.05,21.05
2019-12-21 19:00:00,9.32,2.57,13.51,21.95,14.46,2.49,11.13,16.93,20.11,19.78,19.78
2019-12-21 20:00:00,8.35,2.30,12.11,19.67,12.96,2.23,9.98,15.17,18.02,17.73,17.73
2019-12-21 21:00:00,7.04,1.94,10.20,16.58,10.92,1.88,8.41,12.79,15.19,14.94,14.94
2019-12-21 22:00:00,6.43,1.77,9.33,15.15,9.99,1.72,7.69,11.69,13.89,13.66,13.66
2019-12-21 23:00:00,6.43,1.77,9.33,15.16,9.99,1.72,7.69,11.69,13.89,13.66,13.66
2019-12-22 00:00:00,6.93,1.91,10.06,16.33,10.76,1.85,8.29,12.60,14.97,14.72,14.72
2019-12-22 01:00:00,8.44,2.33,12.25,19.89,13.11,2.26,10.09,15.35,18.23,17.93,17.93
2019-12-22 02:00:00,8.70,2.40,12.62,20.51,13.51,2.33,10.40,15.82,18.79,18.48,18.48
2019-12-22 03:00:00,9.14,2.52,13.26,21.54,14.20,2.44,10.93,16.62,19.74,19.41,19.41
2019-12-22 04:00:00,10.83,2.99,15.70,25.51,16.81,2.89,12.94,19.68,23.37,22.99,22.99
2019-12-22 05:00:00,13.62,3.76,19.76,32.09,21.15,3.64,16.28,24.76,29.41,28.92,28.92
2019-12-22 06:00:00,14.91,4.11,21.63,35.13,23.15,3.98,17.82,27.10,32.19,31.66,31.66
2019-12-22 07:00:00,15.87,4.38,23.02,37.39,24.64,4.24,18.96,28.84,34.26,33.69,33.69
2019-12-22 08:00:00,15.26,4.21,22.14,35.96,23.69,4.08,18.24,27.74,32.95,32.40,32.40
2019-12-22 09:00:00,14.67,4.05,21.27,34.56,22.77,3.92,17.53,26.66,31.66,31.14,31.14
2019-12-22 10:00:00,14.18,3.91,20.57,33.41,22.02,3.79,16.95,25.78,30.62,30.11,30.11
2019-12-22 11:00:00,13.41,3.70,19.46,31.61,20.82,3.58,16.03,24.38,28.96,28.48,28.48
2019-12-22 12:00:00,13.52,3.73,19.61,31.85,20.99,3.61,16.16,24.57,29.18,28.70,28.70
2019-12-22 13:00:00,13.49,3.72,19.56,31.78,20.94,3.60,16.12,24.51,29.11,28.64,28.64
2019-12-22 14:00:00,12.97,3.58,18.82,30.56,20.14,3.47,15.50,23.58,28.00,27.54,27.54
2019-12-22 15:00:00,12.71,3.51,18.44,29.95,19.73,3.40,15.19,23.10,27.44,26.99,26.99
2019-12-22 16:00:00,12.10,3.34,17.55,28.51,18.78,3.23,14.46,21.99,26.12,25.69,25.69
2019-12-22 17:00:00,10.82,2.99,15.70,25.50,16.80,2.89,12.94,19.67,23.37,22.98,22.98
2019-12-22 18:00:00,9.95,2.74,14.43,23.45,15.45,2.66,11.89,18.09,21.48,21.13,21.13
2019-12-22 19:00:00,9.35,2.58,13.56,22.03,14.52,2.50,11.18,17.00,20.19,19.86,19.86
2019-12-22 20:00:00,8.38,2.31,12.15,19.74,13.01,2.24,10.01,15.23,18.09,17.79,17.79
2019-12-22 21:00:00,7.07,1.95,10.25,16.65,10.97,1.89,8.45,12.84,15.26,15.00,15.00
2019-12-22 22:00:00,6.46,1.78,9.37,15.23,10.03,1.73,7.72,11.75,13.95,13.72,13.72
2019-12-22 23:00:00,6.46,1.78,9.38,15.23,10.04,1.73,7.73,11.75,13.96,13.73,13.73
2019-12-23 00:00:00,6.97,1.92,10.10,16.41,10.82,1.86,8.33,12.66,15.04,14.79,14.79
2019-12-23 01:00:00,8.48,2.34,12.30,19.98,13.17,2.27,10.13,15.41,18.31,18.01,18.01
2019-12-23 02:00:00,8.74,2.41,12.68,20.59,13.57,2.34,10.45,15.89,18.87,18.56,18.56
2019-12-23 03:00:00,9.18,2.53,13.32,21.64,14.26,2.45,10.97,16.69,19.82,19.50,19.50
2019-12-23 04:00:00,10.87,3.00,15.76,25.61,16.87,2.90,12.99,19.76,23.46,23.08,23.08
2019-12-23 05:00:00,13.67,3.77,19.83,32.21,21.22,3.65,16.34,24.85,29.51,29.02,29.02
2019-12-23 06:00:00,14.96,4.13,21.70,35.25,23.23,4.00,17.88,27.20,32.30,31.77,31.77
2019-12-23 07:00:00,15.93,4.39,23.10,37.53,24.73,4.26,19.04,28.95,34.39,33.82,33.82
2019-12-23 08:00:00,15.32,4.23,22.22,36.09,23.78,4.09,18.31,27.84,33.07,32.53,32.53
2019-12-23 09:00:00,14.72,4.06,21.36,34.69,22.86,3.93,17.60,26.76,31.79,31.26,31.26
2019-12-23 10:00:00,14.24,3.93,20.65,33.55,22.11,3.80,17.02,25.88,30.74,30.23,30.23
2019-12-23 11:00:00,13.47,3.72,19.54,31.74,20.91,3.60,16.10,24.49,29.08,28.60,28.60
2019-12-23 12:00:00,13.57,3.74,19.69,31.98,21.07,3.63,16.22,24.67,29.30,28.82,28.82
2019-12-23 13:00:00,13.54,3.73,19.64,31.90,21.02,3.62,16.18,24.61,29.23,28.75,28.75
2019-12-23 14:00:00,13.02,3.59,18.89,30.69,20.22,3.48,15.56,23.67,28.12,27.65,27.65
2019-12-23 15:00:00,12.76,3.52,18.51,30.07,19.81,3.41,15.25,23.20,27.55,27.10,27.10
2019-12-23 16:00:00,12.15,3.35,17.62,28.62,18.86,3.25,14.52,22.08,26.23,25.80,25.80
2019-12-23 17:00:00,10.86,3.00,15.76,25.60,16.87,2.90,12.98,19.75,23.45,23.07,23.07
2019-12-23 18:00:00,9.99,2.75,14.49,23.53,15.50,2.67,11.93,18.15,21.56,21.20,21.20
2019-12-23 19:00:00,9.39,2.59,13.62,22.12,14.57,2.51,11.22,17.06,20.27,19.93,19.93
2019-12-23 20:00:00,8.41,2.32,12.20,19.81,13.06,2.25,10.05,15.29,18.15,17.86,17.86
2019-12-23 21:00:00,7.10,1.96,10.29,16.72,11.02,1.90,8.48,12.90,15.32,15.07,15.07
2019-12-23 22:00:00,6.49,1.79,9.42,15.30,10.08,1.73,7.76,11.80,14.02,13.79,13.79
2019-12-23 23:00:00,6.49,1.79,9.42,15.30,10.08,1.74,7.76,11.81,14.02,13.79,13.79
2019-12-24 00:00:00,7.00,1.93,10.15,16.49,10.87,1.87,8.36,12.72,15.11,14.86,14.86
2019-12-24 01:00:00,8.51,2.35,12.35,20.06,13.22,2.27,10.18,15.48,18.38,18.08,18.08
2019-12-24 02:00:00,8.78,2.42,12.73,20.68,13.62,2.34,10.49,15.95,18.95,18.63,18.63
2019-12-24 03:00:00,9.22,2.54,13.38,21.73,14.32,2.46,11.02,16.76,19.91,19.58,19.58
2019-12-24 04:00:00,10.91,3.01,15.82,25.71,16.94,2.91,13.04,19.83,23.55,23.17,23.17
2019-12-24 05:00:00,12.12,3.34,17.58,28.55,18.81,3.24,14.48,22.03,26.16,25.73,25.73
2019-12-24 06:00:00,12.68,3.50,18.39,29.87,19.68,3.39,15.15,23.05,27.37,26.92,26.92
2019-12-24 07:00:00,13.40,3.70,19.44,31.57,20.80,3.58,16.01,24.36,28.93,28.45,28.45
2019-12-24 08:00:00,13.02,3.59,18.89,30.68,20.22,3.48,15.56,23.67,28.12,27.65,27.65
2019-12-24 09:00:00,12.87,3.55,18.66,30.32,19.97,3.44,15.38,23.39,27.78,27.32,27.32
2019-12-24 10:00:00,12.63,3.48,18.32,29.77,19.61,3.38,15.10,22.96,27.27,26.83,26.83
2019-12-24 11:00:00,12.08,3.33,17.52,28.46,18.75,3.23,14.44,21.96,26.08,25.65,25.65
2019-12-24 12:00:00,12.23,3.37,17.74,28.82,18.99,3.27,14.62,22.23,26.41,25.97,25.97
2019-12-24 13:00:00,12.32,3.40,17.86,29.02,19.12,3.29,14.72,22.39,26.59,26.15,26.15
2019-12-24 14:00:00,12.00,3.31,17.40,28.27,18.63,3.21,14.34,21.81,25.90,25.47,25.47
2019-12-24 15:00:00,11.99,3.31,17.40,28.26,18.62,3.20,14.33,21.80,25.89,25.47,25.47
2019-12-24 16:00:00,11.80,3.26,17.12,27.81,18.32,3.15,14.11,21.45,25.48,25.06,25.06
2019-12-24 17:00:00,11.23,3.10,16.28,26.45,17.43,3.00,13.42,20.41,24.24,23.84,23.84
2019-12-24 18:00:00,11.17,3.08,16.20,26.32,17.34,2.98,13.35,20.31,24.12,23.72,23.72
2019-12-24 19:00:00,10.44,2.88,15.15,24.61,16.21,2.79,12.48,18.98,22.55,22.17,22.17
2019-12-24 20:00:00,9.11,2.51,13.22,21.47,14.15,2.43,10.89,16.56,19.67,19.35,19.35
2019-12-24 21:00:00,7.85,2.16,11.38,18.49,12.18,2.10,9.38,14.26,16.94,16.66,16.66
2019-12-24 22:00:00,7.05,1.95,10.23,16.62,10.95,1.88,8.43,12.82,15.23,14.97,14.97
2019-12-24 23:00:00,7.13,1.97,10.34,16.79,11.06,1.90,8.52,12.95,15.38,15.13,15.13
2019-12-25 00:00:00,6.64,1.83,9.63,15.64,10.30,1.77,7.93,12.06,14.33,14.09,14.09
2019-12-25 01:00:00,6.48,1.79,9.40,15.26,10.06,1.73,7.74,11.77,13.98,13.75,13.75
